0.000436391	0.000534013	0.000692941
0.000436391	0.000534013	0.000692941
0.0002305	0.000285161	0.000312423
0.0002305	0.000285161	0.000312423
3.87268e-06	1.63832e-05	2.98477e-05
3.87268e-06	1.63832e-05	2.98477e-05
0.000144299	0.00019434	0.000239295
0.000144299	0.00019434	0.000239295
5.21216e-05	6.70679e-05	8.28822e-05
5.21216e-05	6.70679e-05	8.28822e-05
3.77251e-07	5.89026e-06	1.04068e-05
3.77251e-07	5.89026e-06	1.04068e-05
4.54586e-06	3.67145e-06	2.35443e-06
4.54586e-06	3.67145e-06	2.35443e-06
-2.79329e-06	3.84431e-07	2.54973e-06
-2.79329e-06	3.84431e-07	2.54973e-06
-2.44788e-05	-2.45482e-05	-1.85171e-05
-2.44788e-05	-2.45482e-05	-1.85171e-05
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
